stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
african american	African American	African American|&|African Americans	2	557,068339238	1973,43304554	1275,55315874	252,0	10342,0	 
household single-par	single-parent households	single-parent households|&|single-parent household	2	14,1627543874	96,3156476199	174,10668281	9,0	537,0	 
complex problem	complex problems	complex problems|&|complex problem	2	15,7363937638	105,359391683	206,780331589	10,0	323,0	 
inform settlement	informal settlements	informal settlements|&|informal settlement	2	33,046426904	210,135517361	237,246341692	14,0	474,0	 
attend birth	birth attendants	birth attendants|&|birth attendant	2	15,7363937638	110,972169046	185,998822846	8,0	222,0	 
surround villag	surrounding villages	surrounding villages	2	15,7363937638	107,017386244	173,998464393	9,0	265,0	 
engag parent	parent engagement	parent engagement|&|parental engagement	2	22,0309512693	145,403374429	278,50278038	11,0	451,0	 
class scienc	science classes	science classes|&|science class	2	17,3100331402	115,895330851	215,315724344	10,0	302,0	 
aspect key	key aspect	key aspect|&|key aspects	2	14,1627543874	96,3156476199	223,38880247	9,0	365,0	 
collabor work	collaborative work	collaborative work|&|work in collaboration	2	14,1627543874	96,3156476199	168,533213943	9,0	233,0	 
femal student	female students	female students	2	18,8836725165	124,631463796	214,369972988	11,0	467,0	 
aid hiv	HIV and AIDS	HIV and AIDS|&|HIV AIDS|&|HIV & AIDS|&|HIV AIDs|&|HIV and AIDs	3	61,3719356788	345,558268696	194,502405961	29,0	1111,0	 
develop process	development process	development process|&|development processes|&|development throughout the process|&|process of development	2	77,1083294426	400,284123828	178,969522712	45,0	1921,0	 
grade point	grade point	grade point|&|Grade Point|&|point grade	2	20,4573118929	133,237400236	368,014747809	26,0	1076,0	 
interperson skill	interpersonal skills	interpersonal skills	2	22,0309512693	140,090344908	180,974299519	14,0	656,0	 
countri mani	many countries	many countries	2	34,6200662803	206,104741652	185,62238572	21,0	586,0	 
mobil platform	mobile platform	mobile platform|&|mobile platforms	2	15,7363937638	105,359391683	175,807587384	10,0	317,0	 
black youth	Black youth	Black youth|&|black youth|&|Black Youth	2	265,945054608	1187,51241801	638,288639168	96,0	3718,0	 
music video	music videos	music videos|&|music video|&|video with the music	2	28,3255087748	184,482554172	194,97590845	12,0	416,0	 
lack money	lack of money	lack of money|&|money & lack|&|lack money|&|money but lack	3	22,0309512693	140,090344908	211,36128678	14,0	440,0	 
global network	global network	global network|&|global networks|&|Global Network	2	44,0619025386	251,241733893	196,873252568	30,0	910,0	 
partnership public-priv	public-private partnership	public-private partnership	2	18,8836725165	126,431270019	204,012494215	10,0	338,0	 
african-american male	African-American males	African-American males|&|African-American male|&|African-American Males	2	155,790298261	771,910233168	615,551865436	59,0	2605,0	 
father teen	teen fathers	teen fathers	2	17,3100331402	124,737739327	189,140216234	6,0	198,0	 
develop youth	youth development	youth development|&|Youth Development|&|YOUTH DEVELOPMENT|&|Youth development|&|youth developers|&|development of youth|&|Youth for Development|&|youth in development|&|Development Youth	2	270,665972737	1113,80463889	341,977359769	151,0	6287,0	 
alumni program	program alumni	program alumni|&|alumni program|&|alumni of the program|&|alumni programs|&|alumni from the programs	2	33,046426904	196,736344304	205,093155711	21,0	711,0	 
good practic	good practice	good practice|&|good practices|&|practice good	2	25,1782300221	156,741167204	207,677543106	16,0	716,0	 
commun face	communities face	communities face|&|facing communities|&|communities facing	2	15,7363937638	105,359391683	170,450226541	10,0	311,0	 
skill write	writing skills	writing skills	2	33,046426904	198,348684898	184,697718801	20,0	711,0	 
educ post-secondari	post-secondary education	post-secondary education	2	45,635541915	261,93695328	250,191268552	26,0	1087,0	 
busi peopl	business people	business people|&|people and businesses|&|business and people|&|people through business	2	25,1782300221	156,741167204	197,626628392	16,0	400,0	 
children disabl	disabled children	disabled children|&|children with disabilities|&|children with disability|&|disabilities and children	2	67,6664931843	435,292114523	177,282510729	13,0	474,0	 
food more	more food	more food	2	14,1627543874	97,983779825	364,910254262	8,0	283,0	 
abus drug substanc	drug and substance abuse	drug and substance abuse|&|drugs and substance abuse	4	27,7999653106	182,591374016	466,191781651	9,0	325,0	 
agenc servic social	social service agencies	social service agencies	3	27,7999653106	170,308438829	224,625368136	14,0	545,0	 
job satisfact	job satisfaction	job satisfaction	2	15,7363937638	107,017386244	176,493708155	9,0	251,0	 
black boy men	black men and boys	black men and boys|&|Black men and boys|&|black boys and men|&|Black Men and Boys|&|Black boys and men|&|Black men & boys|&|Black Boys and Men|&|black boys or men|&|Black Men & Boys|&|Black Boys & Men	4	129,071267513	652,028772629	1010,12603677	41,0	1409,0	 
base program	based program	based program|&|based programs	2	36,1937056567	215,473139	209,075480803	26,0	950,0	 
divers popul	diverse populations	diverse populations|&|diverse population	2	20,4573118929	135,017419113	242,765390172	11,0	340,0	 
student train	train students	train students|&|training students|&|trained students|&|trains students|&|train the students|&|students that we train|&|train these students	2	44,0619025386	251,241733893	180,09990396	27,0	907,0	 
howard univers	Howard University	Howard University	2	14,1627543874	99,8749521417	227,37901128	7,0	323,0	 
ngo partner	NGO partners	NGO partners|&|NGO partner|&|partner NGOs|&|partner NGO|&|partner with an NGO|&|partner with NGOs|&|partner with the NGOs	2	31,4727875276	194,018433164	179,815720911	20,0	677,0	 
social welfar	social welfare	social welfare|&|Social Welfare	2	26,7518693984	172,092231323	211,657190721	15,0	507,0	 
adult care	caring adults	caring adults|&|caring adult	2	26,7518693984	168,264016243	237,677665817	15,0	524,0	 
profici read	reading proficiency	reading proficiency	2	17,3100331402	117,719124869	185,696945301	9,0	317,0	 
model servic	service model	service model|&|service models	2	44,0619025386	266,724993335	171,422725057	19,0	809,0	 
read skill	reading skills	reading skills	2	14,1627543874	96,3156476199	181,376013047	9,0	310,0	 
opportun scholarship	scholarship opportunities	scholarship opportunities|&|scholarships opportunities|&|scholarships and opportunities	2	31,4727875276	195,926459005	246,439213209	16,0	678,0	 
morbid mortal	morbidity and mortality	morbidity and mortality|&|mortality and morbidity|&|morbidity & mortality	3	18,8836725165	122,988369448	171,262780008	12,0	407,0	 
commun grassroot	grassroots community	grassroots community|&|grassroots communities	2	23,6045906457	153,73546181	229,02308077	12,0	373,0	 
emerg leader	emerging leaders	emerging leaders|&|Emerging Leaders	2	25,1782300221	163,984492598	175,073293423	12,0	494,0	 
commun strong	strong community	strong community|&|strong communities	2	22,0309512693	140,090344908	185,10832399	14,0	399,0	 
local partner	local partners	local partners|&|local partner	2	61,3719356788	343,477664847	290,120565302	30,0	1098,0	 
contractor independ	independent contractors	independent contractors|&|independent contractor	2	15,7363937638	105,359391683	170,015306859	10,0	280,0	 
fit program	fitness programs	fitness programs	2	22,0309512693	147,503148356	172,562783008	10,0	375,0	 
malcolm x	Malcolm X	Malcolm X	2	18,8836725165	122,988369448	189,21835781	12,0	468,0	 
colleg commun	community college	community college|&|community colleges|&|Community College|&|Community Colleges|&|Community colleges|&|college community	2	146,348462003	705,906972887	323,930428528	70,0	2934,0	 
area educ	areas of education	areas of education|&|area of education|&|education in the area	3	20,4573118929	131,5999416	197,892626546	13,0	673,0	 
popul world	world population	world population	2	26,7518693984	164,915668189	180,727115199	20,0	631,0	 
abil leadership	leadership abilities	leadership abilities|&|leadership ability	2	14,1627543874	97,983779825	200,026640119	8,0	280,0	 
minor youth	minority youth	minority youth|&|minority of youth	2	58,224656926	338,855882345	215,888965643	24,0	920,0	 
region west	West Region	West Region|&|west region	2	15,7363937638	110,972169046	214,949220339	11,0	458,0	 
kid street	street kids	street kids|&|kids off the streets|&|streets kids	2	14,1627543874	97,983779825	224,788192864	8,0	281,0	 
busi side	business side	business side|&|side business|&|side of business	2	14,1627543874	96,3156476199	172,101906366	9,0	283,0	 
accept colleg	college acceptance	college acceptance|&|college acceptances	2	34,6200662803	206,104741652	532,572840134	27,0	1046,0	 
level sea	sea level	sea level|&|sea levels	2	14,1627543874	97,983779825	199,411362291	11,0	355,0	 
health qualiti	quality health	quality health|&|quality of health|&|health and quality	2	14,1627543874	96,3156476199	386,000499665	15,0	516,0	 
health mental treatment	mental health treatment	mental health treatment	3	15,8856944632	106,208993326	345,315629406	8,0	290,0	 
migrat rural urban	rural urban migration	rural urban migration	3	13,8999826553	96,9316449778	225,107107031	6,0	213,0	 
focu singular	singular focus	singular focus	2	14,1627543874	96,3156476199	194,182354239	9,0	236,0	 
crisi financi	financial crisis	financial crisis	2	20,4573118929	133,237400236	197,710402378	12,0	339,0	 
health ministri	Ministry of Health	Ministry of Health|&|ministry of health|&|health ministries|&|ministries of health|&|Health Ministry|&|health ministry	3	39,3409844095	230,631014387	225,688846641	23,0	833,0	 
area poor	poor areas	poor areas|&|poor area	2	25,1782300221	160,103251323	190,462626767	14,0	447,0	 
creativ idea	creative ideas	creative ideas	2	17,3100331402	115,895330851	207,803402798	10,0	287,0	 
neg outcom	negative outcomes	negative outcomes	2	17,3100331402	114,24550848	177,108074768	11,0	410,0	 
gdp growth	GDP growth	GDP growth	2	14,1627543874	97,983779825	278,858359035	8,0	271,0	 
public school	public schools	public schools|&|Public Schools|&|Public School|&|public school|&|Public schools	2	317,875154029	1241,01767343	758,951122884	220,0	8590,0	 
educ servic	educational services	educational services|&|education services|&|Education Service|&|education service|&|Educational Services|&|Education Services|&|Education & Services|&|education and services|&|Service and Education|&|Service Education|&|services within the education	2	69,2401325607	376,839849399	194,537610267	45,0	1713,0	 
counti sub	sub county	sub county|&|sub counties	2	20,4573118929	141,532126414	177,530741409	8,0	373,0	 
health issu	health issues	health issues|&|health issue|&|Health issues|&|issues of health	2	147,92210138	682,782919277	302,561330375	117,0	4767,0	 
photographi use	using photography	using photography|&|use photography|&|use of photography	2	15,7363937638	107,017386244	256,671237615	9,0	309,0	 
environment impact	environmental impact	environmental impact|&|environmental impacts|&|Environmental impact|&|Environmental Impact|&|impact environmental	2	147,92210138	688,436681395	273,073303499	77,0	2348,0	 
prison state	state prison	state prison|&|state prisons|&|prison in the state|&|prisons across the state	2	31,4727875276	190,517852382	218,604267751	19,0	799,0	 
mile squar	square mile	square mile|&|square miles	2	28,3255087748	176,333813105	198,288427367	16,0	488,0	 
disadvantag student	disadvantaged students	disadvantaged students|&|students at a disadvantage|&|disadvantage students	2	29,8991481512	186,130136055	173,386185119	16,0	653,0	 
9th grade	9th grade	9th grade	2	59,7982963024	336,697800268	340,285330169	32,0	1284,0	 
creat job	creating jobs	creating jobs|&|creating job|&|created jobs|&|jobs created|&|job creating	2	66,0928538079	350,885294524	242,86248869	40,0	1201,0	 
graduat student	graduate student	graduate student|&|students graduate|&|graduate students|&|student graduates|&|graduating students|&|students that graduate|&|Graduating students|&|graduates students|&|graduated students|&|students graduated|&|students as they graduate|&|student until they graduate|&|graduate each student|&|students and graduates	2	152,643019509	688,300631641	246,195692831	97,0	3610,0	 
16-25 age	ages 16-25	ages 16-25|&|16-25 age|&|ages of 16-25|&|age 16-25|&|16-25 of age	2	20,4573118929	139,122602118	234,502922276	9,0	348,0	 
program year	year program	year program|&|program year|&|years of the program|&|program each year|&|program per year|&|years program|&|program every year|&|year the program|&|program years|&|years after the program|&|years the program|&|programs year|&|programs each year|&|year programs|&|years until the program|&|years in the program|&|programs a year|&|program about a year|&|year of the program	2	97,5656413355	485,145400454	176,777877286	56,0	2002,0	 
food tabl	food on the table	food on the table	4	14,1627543874	96,3156476199	194,129401573	9,0	282,0	 
bachelor degre	bachelors degree	bachelors degree|&|bachelor degrees|&|Bachelors degree	2	28,3255087748	174,616589847	208,450579481	17,0	788,0	 
fruit tree	fruit trees	fruit trees|&|fruit tree	2	14,1627543874	97,983779825	214,277149542	8,0	249,0	 
age young	young age	young age	2	44,0619025386	251,241733893	171,513889113	27,0	795,0	 
black men young	young black men	young black men|&|young Black men|&|Young black men|&|Young Black Men|&|black young men|&|Black young men	3	361,399549037	1419,9337334	1670,92769579	129,0	4895,0	 
program recoveri	recovery programs	recovery programs|&|Recovery Program	2	14,1627543874	96,3156476199	213,627445688	9,0	264,0	 
poverti stricken	poverty stricken	poverty stricken	2	17,3100331402	114,24550848	177,534987609	11,0	393,0	 
intern partner	international partners	international partners	2	15,7363937638	107,017386244	212,877106748	9,0	259,0	 
justic project	Justice Project	Justice Project|&|justice projects	2	17,3100331402	114,24550848	182,624785951	14,0	461,0	 
persist poverti	persistent poverty	persistent poverty	2	14,1627543874	96,3156476199	222,667496776	9,0	264,0	 
motiv speaker	motivational speakers	motivational speakers|&|motivational speaker	2	17,3100331402	115,895330851	230,105716782	10,0	427,0	 
academi leadership	Leadership Academy	Leadership Academy	2	40,9146237858	252,223963113	231,125952639	21,0	759,0	 
nativ peopl	native people	native people	2	20,4573118929	161,597256356	202,344515229	3,0	104,0	 
high rate unemploy	high unemployment rate	high unemployment rate|&|high rate of unemployment|&|high rates of unemployment|&|high unemployment rates	3	85,3856077396	431,342111124	380,202607655	43,0	1794,0	 
live youth	lives of youth	lives of youth|&|lives of these youth|&|lives of youths|&|youth lives|&|lives of the youth|&|lives of all youth	3	25,1782300221	156,741167204	212,322048358	16,0	715,0	 
opinion public	public opinion	public opinion	2	26,7518693984	170,109704531	222,017682039	15,0	451,0	 
disabl physic	physical disabilities	physical disabilities|&|physical disability	2	23,6045906457	155,789329746	235,7910385	11,0	261,0	 
money much	much money	much money	2	53,5037387969	295,989014612	237,060493118	32,0	780,0	 
entrepreneurship social	social entrepreneurship	social entrepreneurship|&|Social Entrepreneurship|&|Social entrepreneurship	2	221,883152069	965,960168926	450,132852925	107,0	3595,0	 
fruit veget	fruits and vegetables	fruits and vegetables|&|fruit and vegetables|&|fruits and vegetable|&|vegetables and fruits|&|fruits & vegetables|&|fruits or vegetables|&|vegetables or fruit|&|fruit or vegetables|&|vegetable and fruits	3	44,0619025386	252,904644547	201,860869046	26,0	1095,0	 
curv learn	learning curve	learning curve	2	15,7363937638	107,017386244	204,765646481	9,0	450,0	 
announc public servic	public service announcements	public service announcements|&|Public Service Announcements	3	19,857118079	128,330253811	181,2698523	10,0	330,0	 
condit local	local conditions	local conditions	2	14,1627543874	96,3156476199	231,117340175	9,0	297,0	 
custom satisfact	customer satisfaction	customer satisfaction	2	25,1782300221	156,741167204	187,68002301	16,0	462,0	 
black boy young	young black boys	young black boys|&|young black boy	3	31,7713889264	194,638215805	363,590392229	14,0	473,0	 
black male mani	many black males	many black males|&|many Black males	3	37,7285243501	219,611282267	370,313506174	19,0	687,0	 
caus social	social causes	social causes|&|social cause	2	33,046426904	207,855549477	270,262678485	15,0	425,0	 
option treatment	treatment options	treatment options	2	17,3100331402	117,719124869	206,210706286	9,0	257,0	 
pre-servic teacher	pre-service teachers	pre-service teachers|&|pre-service teacher|&|teacher pre-service	2	25,1782300221	186,027245844	176,467489683	5,0	206,0	 
posit reinforc	positive reinforcement	positive reinforcement	2	23,6045906457	148,468249626	217,746579655	17,0	553,0	 
altern school	alternative schools	alternative schools	2	18,8836725165	139,520434383	213,220522124	5,0	312,0	 
disadvantag popul	disadvantaged populations	disadvantaged populations|&|disadvantaged population	2	17,3100331402	114,24550848	190,871628531	11,0	325,0	 
activ econom	economic activities	economic activities|&|economic activity	2	73,9610506898	389,04878159	184,862522289	42,0	1410,0	 
access better	better access	better access|&|access better	2	20,4573118929	133,237400236	197,865230916	12,0	364,0	 
equip medic	medical equipment	medical equipment	2	15,7363937638	105,359391683	323,621553644	10,0	262,0	 
kerosen lantern	kerosene lanterns	kerosene lanterns|&|kerosene lantern	2	17,3100331402	117,719124869	189,947262779	9,0	297,0	 
food system	food system	food system|&|food systems	2	165,23213452	818,692671541	742,425882502	67,0	2326,0	 
develop support	support the development	support the development|&|development support|&|Development Support|&|Support development|&|support development|&|Support & Development|&|support that development|&|support for development|&|Support the development|&|Support and development	3	42,4882631622	243,872335813	259,091208817	31,0	1082,0	 
develop programm	development programme	development programme|&|Development Programme|&|development programmes|&|programmes development|&|programme development	2	36,1937056567	217,239035841	192,561713798	20,0	880,0	 
prepar test	test preparation	test preparation	2	23,6045906457	151,846086461	245,286867803	13,0	528,0	 
career explor	career exploration	career exploration|&|Career Exploration	2	33,046426904	201,830473477	247,185307812	18,0	751,0	 
clean environ	clean environment	clean environment	2	20,4573118929	136,967209188	178,180139936	10,0	358,0	 
commun relationship	community relationships	community relationships	2	14,1627543874	96,3156476199	168,749485019	9,0	306,0	 
leagu urban	Urban League	Urban League	2	25,1782300221	160,103251323	313,106787326	19,0	824,0	 
campaign fundrais	fundraising campaign	fundraising campaign|&|fundraising campaigns	2	20,4573118929	133,237400236	182,088084628	12,0	363,0	 
devic mobil	mobile devices	mobile devices|&|mobile device	2	53,5037387969	303,133443365	194,822050017	28,0	830,0	 
local ngo	local NGOs	local NGOs|&|local NGO|&|Local NGOs	2	97,5656413355	494,270330285	246,829487078	51,0	1857,0	 
futur own	own future	own future|&|own futures|&|future own	2	33,046426904	201,830473477	209,662995452	18,0	627,0	 
capac institut	institutional capacity	institutional capacity	2	17,3100331402	115,895330851	175,0038081	10,0	345,0	 
address commun	address community	address community|&|addressing community|&|community and address|&|address these community|&|address a community	2	25,1782300221	158,366132935	202,594536897	16,0	597,0	 
econom independ	economic independence	economic independence	2	33,046426904	198,348684898	171,447751718	20,0	698,0	 
gap market	market gap	market gap|&|gap in the market	2	15,7363937638	105,359391683	204,552057558	10,0	325,0	 
develop opportun	development opportunities	development opportunities|&|opportunities for development	2	33,046426904	196,736344304	177,784503832	35,0	1188,0	 
skill vocat	vocational skills	vocational skills|&|vocational skill|&|Vocational skills	2	75,5346900662	420,264972246	235,624090979	31,0	1138,0	 
concept origin	original concept	original concept	2	14,1627543874	96,3156476199	192,842994456	9,0	277,0	 
african american male student	African American male students	African American male students	4	25,8142535027	172,589614155	445,380188898	8,0	448,0	 
project water	water projects	water projects|&|water project|&|water for the project|&|project as water	2	47,2091812914	276,757217265	177,844303398	23,0	676,0	 
nation rate	national rate	national rate	2	20,4573118929	131,5999416	170,603731236	13,0	487,0	 
life real	real life	real life	2	33,046426904	196,736344304	197,196081287	21,0	624,0	 
live standard	living standards	living standards	2	51,9300994205	294,217753854	175,824347542	28,0	829,0	 
educ formal	formal education	formal education	2	84,9765263245	432,176271954	198,040761195	53,0	1844,0	 
main problem social	main social problem	main social problem|&|main social problems	3	17,8714062711	119,485117492	194,838501865	8,0	248,0	 
develop workforc	workforce development	workforce development|&|Workforce Development	2	108,58111697	537,998041299	228,109508701	70,0	2687,0	 
black commun	Black community	Black community|&|black community|&|Black communities|&|black communities|&|Black Community|&|Black the community	2	281,681448372	1165,60961824	663,705477301	129,0	4742,0	 
life overal qualiti	overall quality of life	overall quality of life	4	17,8714062711	117,38016901	236,723163169	9,0	317,0	 
ll measur	ll measure	ll measure	2	26,7518693984	172,092231323	186,404190181	16,0	457,0	 
mentor session	mentoring sessions	mentoring sessions|&|mentoring session	2	42,4882631622	247,273211441	365,22741823	24,0	1024,0	 
bottom line tripl	triple bottom line	triple bottom line	3	19,857118079	128,330253811	196,614745185	10,0	276,0	 
11th grade	11th grade	11th grade	2	14,1627543874	97,983779825	192,874056045	8,0	308,0	 
report statu	status reports	status reports|&|status report|&|reports on the status|&|report on the status	2	15,7363937638	105,359391683	168,960437593	10,0	385,0	 
co2 ton	tons of CO2	tons of CO2|&|tons CO2|&|CO2 tons	3	20,4573118929	133,237400236	201,447797418	16,0	469,0	 
agricultur sector	agricultural sector	agricultural sector|&|agriculture sector|&|sector agriculture	2	51,9300994205	292,395458127	327,430853695	29,0	1059,0	 
children color	children of color	children of color	3	23,6045906457	148,468249626	235,528096717	15,0	627,0	 
educ secondari	secondary education	secondary education|&|Secondary Education	2	89,6974444536	463,665182076	327,96595347	56,0	2227,0	 
plant seed	plant seeds	plant seeds|&|seeds and plants|&|plants seeds|&|plants and seeds|&|plant the seeds	2	18,8836725165	128,420863493	175,974146745	9,0	266,0	 
high school student	high school students	high school students|&|High school students|&|high school student|&|High School students|&|students from high school|&|students through high school|&|student high school|&|students throughout high school|&|students in high school	3	418,985191466	1508,5485713	2669,71668452	175,0	6878,0	 
direct employ	direct employment	direct employment	2	15,7363937638	107,017386244	185,121273872	9,0	279,0	 
infant mortal rate	infant mortality rate	infant mortality rate|&|infant mortality rates	3	27,7999653106	170,308438829	253,637690834	17,0	515,0	 
collabor platform	collaborative platform	collaborative platform|&|collaboration platform|&|platform for collaboration	2	14,1627543874	102,058150359	189,896777986	6,0	179,0	 
life program skill	life skills program	life skills program|&|life skills programs|&|programs with life skills|&|programs through life skills	3	17,8714062711	117,38016901	218,560128069	9,0	407,0	 
prison system	prison system	prison system|&|prison systems	2	53,5037387969	301,255926555	262,299406962	29,0	1264,0	 
cultur hip-hop	hip-hop culture	hip-hop culture|&|Hip-Hop culture	2	28,3255087748	180,116157738	219,835875386	14,0	485,0	 
mentorship program	mentorship program	mentorship program|&|mentorship programs|&|Mentorship Program|&|Mentorship program	2	125,89115011	615,227580327	182,444223359	61,0	2195,0	 
parent particip	parent participation	parent participation|&|Participating parents	2	14,1627543874	96,3156476199	225,977547127	9,0	341,0	 
institut leadership	Leadership Institute	Leadership Institute|&|leadership institute	2	80,2556081953	451,883889833	399,269990597	29,0	1240,0	 
benefit social	social benefits	social benefits|&|social benefit	2	62,9455750551	337,405156887	172,273849666	38,0	1255,0	 
artist commun	artist community	artist community|&|community artists|&|community of artists|&|community artist	2	15,7363937638	108,870866472	197,291464387	8,0	198,0	 
inform sector	informal sector	informal sector	2	56,6510175496	329,697615254	173,114121395	25,0	768,0	 
la vega	Las Vegas	Las Vegas	2	29,8991481512	203,333033864	240,607775224	9,0	323,0	 
use wast	using waste	using waste|&|waste using|&|use waste|&|use this waste|&|use that waste|&|use of waste|&|waste in the use	2	17,3100331402	115,895330851	310,608173751	10,0	268,0	 
idea sourc	IDEA SOURCE	IDEA SOURCE	2	2396,65277022	4001,01261186	603,013094101	1523,0	45356,0	 
commun improv	community improvement	community improvement|&|community improvements|&|improvements of community|&|improvement from the community|&|community through improvement	2	18,8836725165	124,631463796	216,31156462	11,0	379,0	 
fee servic	service fee	service fee|&|service fees	2	14,1627543874	97,983779825	175,953613948	8,0	316,0	 
rural villag	rural village	rural village|&|rural villages|&|rural villagers	2	47,2091812914	272,820839772	178,777569341	25,0	920,0	 
justic youth	Youth Justice	Youth Justice|&|youth justice|&|Justice Youth	2	18,8836725165	128,420863493	284,773567637	9,0	329,0	 
big brother sister	Big Brothers Big Sisters	Brothers Big Sisters|&|Brother Big Sister|&|Big Brothers & Sisters|&|Big Brothers and Big Sisters|&|Big Brothers and Sisters	4	49,6427951974	277,364919297	320,434685412	24,0	969,0	 
leadership skill	leadership skills	leadership skills|&|leadership skill|&|Leadership Skills|&|skills in leadership|&|leadership & skill	2	182,54216766	789,499513071	237,49220708	114,0	4298,0	 
gase greenhous	greenhouse gases	greenhouse gases	2	42,4882631622	250,970173724	373,604860949	27,0	756,0	 
assess nation	National Assessment	National Assessment	2	14,1627543874	97,983779825	261,568167863	17,0	884,0	 
franchis model	franchise model	franchise model	2	15,7363937638	108,870866472	246,077533442	8,0	198,0	 
emot health	emotional health	emotional health	2	20,4573118929	135,017419113	200,926670167	11,0	360,0	 
custom target	target customers	target customers|&|target customer	2	18,8836725165	126,431270019	197,664773359	10,0	268,0	 
central florida	Central Florida	Central Florida	2	20,4573118929	144,26381976	183,548266198	7,0	289,0	 
commun meet	community meetings	community meetings|&|Community meetings	2	33,046426904	198,348684898	206,24427925	20,0	765,0	 
depart educ	Department of Education	Department of Education|&|education department|&|Education Department|&|department of education	3	62,9455750551	340,808449221	196,050192149	40,0	1588,0	 
famili youth	youth and families	youth and families|&|families and youth|&|youth & families|&|families of the youth|&|youth families|&|youth from these families	3	40,9146237858	238,11494435	191,927879023	24,0	1118,0	 
obes rate	obesity rate	obesity rate|&|obesity rates|&|rates of obesity|&|rate of obesity	2	34,6200662803	211,441448405	192,66047061	21,0	752,0	 
phase pilot	pilot phase	pilot phase	2	39,3409844095	228,95667726	172,078890387	24,0	716,0	 
e-commerc websit	e-commerce website	e-commerce website|&|e-commerce websites	2	15,7363937638	110,972169046	191,822298967	7,0	199,0	 
children local	local children	local children	2	15,7363937638	107,017386244	241,104343938	9,0	299,0	 
plan treatment	treatment plan	treatment plan|&|treatment plans	2	22,0309512693	145,403374429	199,513566847	11,0	287,0	 
colleg complet	college completion	college completion|&|complete college|&|completing college|&|completed college|&|college upon the completion|&|completion of college	2	58,224656926	323,95424944	557,819168234	38,0	1571,0	 
british council	British Council	British Council	2	14,1627543874	96,3156476199	357,583704559	9,0	243,0	 
action direct	direct action	direct action	2	14,1627543874	96,3156476199	169,470707202	9,0	289,0	 
background similar	similar backgrounds	similar backgrounds	2	18,8836725165	122,988369448	204,789888418	12,0	512,0	 
follow twitter	Twitter followers	Twitter followers|&|twitter followers	2	18,8836725165	124,631463796	323,846612378	11,0	297,0	 
black male other	other black males	other black males	3	13,8999826553	94,7889532019	276,246073097	7,0	289,0	 
health reproduct sexual	sexual reproductive health	sexual reproductive health	3	15,8856944632	110,779022832	207,940478843	6,0	227,0	 
educ experi	educational experience	educational experience|&|educational experiences|&|education experience|&|education and experience|&|Educational Experience|&|education experiences|&|experience in education|&|experience of education|&|experiences and education|&|education and experiences	2	66,0928538079	352,558620706	228,73572341	39,0	1783,0	 
futur success	future success	future success|&|successful future|&|future and success	2	36,1937056567	212,180533236	183,820633741	23,0	1080,0	 
educ process	education process	education process|&|educational process	2	20,4573118929	133,237400236	213,040577898	12,0	688,0	 
hiv statu	HIV status	HIV status	2	17,3100331402	115,895330851	204,80058563	10,0	411,0	 
increas profit	increase profits	increase profits|&|increase profitability|&|increased profit|&|increased profitability|&|increase in profits	2	22,0309512693	140,090344908	201,977955945	14,0	429,0	 
fresh veget	fresh vegetables	fresh vegetables	2	15,7363937638	107,017386244	230,386092155	10,0	338,0	 
develop experi	development experience	development experience|&|experience development|&|experience in development	2	17,3100331402	115,895330851	187,287743206	10,0	436,0	 
common core standard	Common Core standards	Common Core standards|&|common core standards	3	15,8856944632	106,208993326	173,786310601	8,0	312,0	 
product qualiti	quality products	quality products|&|quality product|&|product quality|&|quality of the product|&|quality production|&|production and quality|&|quality of products|&|production of quality	2	69,2401325607	365,884398303	251,537522745	51,0	1584,0	 
educ qualiti	quality education	quality education|&|quality of education|&|education quality|&|quality educational|&|educational quality	2	199,8522008	883,974915658	365,251048548	110,0	4085,0	 
school set	school settings	school settings	2	15,7363937638	107,017386244	232,555742289	9,0	390,0	 
gang violenc	gang violence	gang violence|&|Gang violence	2	56,6510175496	311,656887344	173,993240022	33,0	1321,0	 
activ enrich	enrichment activities	enrichment activities	2	29,8991481512	192,338376185	203,168763469	13,0	611,0	 
graduat increas rate	increase graduation rates	increase graduation rates|&|increased graduation rates|&|increase the graduation rate|&|increase in the graduation rate|&|increase graduation rate|&|increase in graduation rates|&|graduation rate increase|&|increase the graduation rates	3	39,714236158	233,317009201	484,87572659	18,0	690,0	 
public transport	public transportation	public transportation|&|public transport	2	36,1937056567	215,473139	187,071756024	21,0	588,0	 
5th grade	5th grade	5th grade	2	22,0309512693	143,486431023	215,277613441	12,0	476,0	 
emiss ga greenhous	greenhouse gas emissions	greenhouse gas emissions|&|greenhouse gas emission	3	61,5570660448	334,443436349	233,658371001	32,0	1029,0	 
experi youth	youth experience	youth experience|&|youth experiences|&|experiences with youth	2	17,3100331402	115,895330851	170,022539175	10,0	349,0	 
commun specif	specific communities	specific communities|&|specific community|&|community specific	2	31,4727875276	190,517852382	198,859458283	19,0	584,0	 
immigr youth	immigrant youth	immigrant youth	2	17,3100331402	131,756353786	195,854148823	4,0	162,0	 
food fresh	fresh food	fresh food|&|fresh foods	2	56,6510175496	318,976863412	387,055039305	29,0	990,0	 
