stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
chicago public school	Chicago Public Schools	Chicago Public Schools|&|Chicago Public School	3	35,7428125422	192,152604318	142,370771034	14,0	2033,0	 
bachelor	bachelor	bachelor|&|Bachelor|&|bachelors|&|Bachelors	1	65,5284896606	304,559405542	247,748009286	68,0	10706,0	 
health system	health systems	health systems|&|health system	2	75,5346900662	363,596458707	283,290832265	35,0	4731,0	 
assist program	assistance programs	assistance programs|&|Assistance Program|&|assistance program|&|program assistance|&|assistance with program	2	34,6200662803	187,447207775	158,933110992	17,0	2699,0	 
part solut	part of the solution	part of the solution|&|part in a solution|&|part of a solution|&|part of this solution	4	34,6200662803	180,131672946	235,574179736	21,0	2589,0	 
commun health worker	community health workers	community health workers|&|community health worker|&|Community Health Worker	3	77,442760508	384,930305428	225,805839572	21,0	2814,0	 
black young	Young black	Young black|&|Young Black|&|young Black|&|Black young	2	34,6200662803	181,820791664	403,044976221	48,0	6989,0	 
center educ	education center	education center|&|educational centers|&|Education Center|&|education centers|&|Center for Education	2	55,0773781733	272,731376244	165,544041222	27,0	3807,0	 
develop program	development programs	development programs|&|development program|&|program development|&|Development Program|&|Program Development|&|developing programs|&|developed programs|&|Development program|&|development of this program|&|programs development|&|development of a program|&|development of the program|&|programs on development|&|development of programs	2	258,076857726	840,605367097	304,428141148	193,0	27141,0	 
access easi	easy access	easy access	2	33,046426904	173,556210224	142,094119154	20,0	2730,0	 
talent	talent	talent|&|talents|&|Talent|&|Talents	1	500,39937559	1448,18222896	432,835810559	396,0	53897,0	 
convers	conversations	conversations|&|conversation|&|conversion|&|Conversations|&|Conversation	1	396,149505676	1142,94578102	263,31282492	362,0	48287,0	 
survivor	survivors	survivors|&|survivor|&|Survivors|&|Survivor	1	166,799791863	732,367053519	155,015462189	81,0	12100,0	 
brazil	Brazil	Brazil	1	69,4999132764	337,633064009	155,804647531	47,0	5913,0	 
technolog	technology	technology|&|technologies|&|Technology|&|Technologies|&|TECHNOLOGY|&|TECHNOLOGIES	1	1667,00506273	3046,9506525	1153,00921599	1223,0	157838,0	 
revenu	revenue	revenue|&|revenues|&|Revenue|&|REVENUE|&|Revenues	1	437,849453641	1261,96236317	894,791478723	447,0	59593,0	 
remitt	remittances	remittances|&|remittance	1	51,6285070053	294,925321019	188,184328126	20,0	2722,0	 
survey	surveys	surveys|&|survey|&|Survey|&|Surveys	1	1043,49155505	2049,54699002	367,920592277	1090,0	149666,0	 
mobil technolog	mobile technology	mobile technology|&|mobile technologies|&|Mobile technology	2	61,3719356788	293,473643628	285,306670444	32,0	4068,0	 
opinion	opinion	opinion|&|opinions	1	138,006970649	541,082773166	124,328049132	139,0	19283,0	 
implement	implementation	implementation|&|implements|&|Implementation|&|implementers|&|implementations	1	491,463672455	1324,23323963	429,696508898	544,0	76988,0	 
base custom	customer base	customer base	2	47,2091812914	239,33019175	214,889503301	24,0	2942,0	 
honor	honor	honor|&|honors|&|Honor	1	70,4927691804	321,802919741	145,582406184	67,0	9568,0	 
chanc	chance	chance|&|chances|&|Chance	1	388,206658444	1114,32893415	188,000762624	403,0	58222,0	 
program volunt	volunteer program	volunteer program|&|volunteer programs|&|program volunteers|&|volunteers program|&|volunteers in the program|&|volunteer for these programs|&|volunteer through a program|&|volunteer through the program	2	53,5037387969	262,993246274	233,964930927	28,0	3591,0	 
control	control	control|&|Control|&|controls|&|controller	1	396,149505676	1160,92842223	134,860494706	412,0	57943,0	 
egypt	Egypt	Egypt	1	57,585642429	300,117699085	162,980699425	33,0	3912,0	 
app	app	app|&|apps|&|App|&|Apps|&|APP	1	241,26398466	928,4733116	457,401013715	172,0	21947,0	 
emot	emotions	emotions|&|emotion	1	66,5213455646	313,927488426	135,440732592	54,0	7448,0	 
foundat	Foundation	Foundation|&|foundation|&|foundations|&|FOUNDATION|&|Foundations	1	1233,1270327	2373,59463249	228,66849459	1071,0	145886,0	 
inequ	inequality	inequality|&|inequalities|&|inequity|&|inequities|&|Inequality	1	185,664054038	684,042601726	134,821650104	194,0	29229,0	 
art perform	performing arts	performing arts|&|performance art|&|Performing Arts|&|performance and art|&|art performance	2	92,8447232063	416,54065499	329,74723964	43,0	6282,0	 
3-5 year	3-5 years	3-5 years|&|years 3-5|&|3-5 year|&|3-5 Years|&|Years 3-5	2	75,5346900662	332,161912084	132,209292511	56,0	7351,0	 
busi oper	business operations	business operations|&|business operation|&|operations and business|&|operation of the business	2	34,6200662803	180,131672946	243,05067071	21,0	3039,0	 
career path	career path	career path|&|career paths	2	129,038428863	519,781619042	514,299181152	68,0	9667,0	 
referr	referrals	referrals|&|Referrals	1	155,87837692	595,117803654	265,986058756	140,0	19836,0	 
cloud	cloud	cloud|&|Cloud	1	52,6213629093	259,107260909	239,070329004	44,0	5421,0	 
commun technolog	communication technologies	communication technologies|&|communication technology|&|Communication Technology|&|communications technology|&|technology communication|&|Communication and Technology|&|communications and technology	2	45,635541915	229,48958485	255,248923361	32,0	4453,0	 
usd	USD	USD	1	82,4070400278	376,192145613	234,934371534	63,0	8535,0	 
commun	community	community|&|communities|&|Community|&|communication|&|communications|&|Communities|&|Communication|&|COMMUNITY|&|Communications|&|communicates|&|COMMUNITIES|&|communicators|&|commune|&|communism	1	7834,62593806	4376,27809479	455,196533988	4389,0	573959,0	 
human right violat	human rights violations	human rights violations|&|violations of human rights	3	47,6570833896	241,649873686	128,520682236	19,0	2861,0	 
experi person	personal experience	personal experience|&|personal experiences|&|experience personal	2	89,6974444536	380,343125453	214,089030284	55,0	7094,0	 
fee school	school fees	school fees	2	88,1238050772	385,666924237	273,841639435	52,0	7365,0	 
access market	market access	market access|&|access markets|&|access market|&|markets and access|&|access the market|&|access a market|&|access those markets	2	58,224656926	278,423713186	303,64066232	32,0	4384,0	 
websit	website	website|&|websites|&|Website	1	931,298837904	2166,54320422	874,334113799	645,0	82968,0	 
advoc	advocate	advocate|&|advocates|&|Advocates|&|Advocate	1	475,577977992	1327,80482078	299,670426959	395,0	55843,0	 
demand market	market demand	market demand|&|market demands|&|market with demand|&|demands of the market|&|market of demand|&|demand in the market|&|demand of the market	2	55,0773781733	263,373782743	270,374806158	32,0	4099,0	 
adult educ	adult education	adult education|&|Adult Education	2	40,9146237858	207,419499517	249,512590738	25,0	3155,0	 
babi	baby	baby|&|babies|&|Baby|&|Babies	1	149,921241496	621,248913267	199,48579208	104,0	15450,0	 
form other	other forms	other forms|&|other form	2	61,3719356788	282,926860714	217,05780662	38,0	5184,0	 
musician	musicians	musicians|&|musician|&|Musicians	1	106,235581723	499,397553081	258,305474253	61,0	8726,0	 
benchmark	benchmarks	benchmarks|&|benchmark|&|Benchmarks	1	145,94981788	559,423614248	181,347946829	131,0	18224,0	 
member team	team members	team members|&|team member|&|member team|&|member of a team	2	62,9455750551	291,860043752	301,733617089	37,0	5276,0	 
chariti	charity	charity|&|charities|&|Charity|&|Charities	1	364,378116749	1233,48310198	385,002992068	230,0	28881,0	 
train	train	train|&|trainings|&|trains|&|Train|&|Trainings|&|TRAINING	1	1146,74856906	2236,26160654	323,049570221	1018,0	140383,0	 
popul target	target population	target population|&|target populations|&|targeted population|&|target a population|&|target the population	2	215,588594564	751,422982052	482,617160222	117,0	17709,0	 
harvest	harvest	harvest|&|Harvest|&|harvests|&|harvesters	1	159,849800536	622,774664039	367,893514974	137,0	19422,0	 
network social	social networks	social networks|&|social network|&|Social networks	2	242,340463962	830,583419689	647,770613431	126,0	16616,0	 
women	women	women|&|Women|&|WOMEN|&|Womens	1	2699,57520284	5059,20538003	636,564797866	1199,0	161035,0	 
account	account	account|&|accountability|&|accounts|&|Accountability|&|Accounts|&|accountant|&|accountants	1	639,399202143	1580,4757533	140,482065341	577,0	81685,0	 
mani program	many programs	many programs|&|Many programs	2	66,0928538079	298,075663989	212,407765518	42,0	5578,0	 
scalabl	scalable	scalable|&|scalability|&|Scalability	1	224,385434292	765,124262187	656,800744938	234,0	30529,0	 
pedagogi	pedagogy	pedagogy|&|Pedagogy|&|pedagogies	1	85,3856077396	407,832207465	276,608971267	56,0	9144,0	 
educ public	Public Education	Public Education|&|public education|&|Public education|&|education Public	2	88,1238050772	376,934656847	446,35017753	66,0	9727,0	 
self-worth	self-worth	self-worth	1	46,6642274856	234,22193936	171,278661169	44,0	6449,0	 
popul youth	youth population	youth population|&|youth populations|&|youthful population|&|population of youth|&|population as youth|&|population of the youth	2	70,813771937	321,073221367	170,374189951	41,0	6802,0	 
justic	justice	justice|&|Justice	1	397,14236158	1226,28923247	431,812232763	572,0	83479,0	 
necessari tool	necessary tools	necessary tools|&|tools necessary	2	36,1937056567	188,319476262	144,798371793	21,0	2665,0	 
artist local	local artists	local artists	2	64,5192144315	317,138914625	227,395638304	28,0	3679,0	 
meet	meetings	meetings|&|Meetings|&|meet	1	343,528142766	1034,39411251	212,155799127	368,0	54069,0	 
black youth	black youth	black youth|&|Black youth	2	226,604070199	864,903732744	548,539393874	84,0	12506,0	 
guest speaker	guest speakers	guest speakers|&|guest speaker|&|Guest speakers	2	91,27108383	392,135158278	217,141978073	52,0	7771,0	 
proof	proof	proof	1	51,6285070053	249,726177179	139,065088918	57,0	7184,0	 
employe	employees	employees|&|employee|&|Employees|&|Employee	1	524,227917285	1525,02656262	752,655040415	340,0	44772,0	 
art organ	arts organizations	arts organizations|&|arts organization|&|art organizations|&|arts while organizations	2	45,635541915	225,977426031	301,931476687	27,0	3635,0	 
manag sustain	sustainable management	sustainable management	2	33,046426904	180,930307282	231,69028765	16,0	2033,0	 
process	process	process|&|processes|&|Process|&|Processes	1	1590,55515813	2611,24047468	156,118487393	1507,0	204292,0	 
job readi	job readiness	job readiness|&|Job readiness	2	73,9610506898	330,120192849	343,495260599	51,0	7469,0	 
popul prison	prison population	prison population|&|prison populations	2	83,4028869481	366,76211126	240,584224331	47,0	8195,0	 
tax	tax	tax|&|taxes|&|Tax	1	120,135564378	492,917803506	196,257423302	136,0	20221,0	 
environment protect	environmental protection	environmental protection|&|Environmental Protection	2	64,5192144315	304,612121096	234,929858436	34,0	4023,0	 
high	High	High|&|HIGH|&|highs	1	122,121276186	493,949331795	1002,21925369	266,0	37219,0	 
servic youth	Youth Service	Youth Service|&|Youth Services|&|youth service|&|youth services|&|service youth|&|youth with services|&|services for youth|&|youth through service|&|service of the youth	2	55,0773781733	263,373782743	153,830332261	32,0	4995,0	 
onlin	Online	Online	1	86,3784636436	372,613733364	251,45948244	83,0	10285,0	 
handicraft	handicrafts	handicrafts|&|handicraft	1	37,7285243501	211,926437536	129,453294528	22,0	3555,0	 
group women	women groups	women groups|&|group of women|&|women group|&|women in each group|&|group for women|&|women in groups|&|groups of women	2	67,6664931843	315,603539534	280,51982096	36,0	5495,0	 
rape	rape	rape|&|Rape|&|rapes	1	75,4570487001	356,096852543	145,669544883	54,0	8648,0	 
problem solv	problem solving	problem solving|&|solving problems	2	55,0773781733	263,373782743	123,425875165	50,0	7525,0	 
design product	product design	product design|&|design products|&|products design|&|products from design|&|design a product	2	50,3564600441	245,755980673	261,584298401	29,0	4180,0	 
justic juvenil	Juvenile Justice	Juvenile Justice|&|juvenile justice	2	36,1937056567	191,941867502	222,823101995	36,0	6128,0	 
dropout high school	high school dropouts	high school dropouts|&|high school dropout|&|dropout of high school	3	109,214149434	450,313515592	224,080699331	49,0	7773,0	 
narr	narrative	narrative|&|narratives	1	101,271302203	438,115525273	300,888852598	82,0	10504,0	 
market research	market research	market research|&|Market research|&|research the market	2	84,9765263245	365,091354258	430,329715506	52,0	6781,0	 
lamp	lamps	lamps|&|lamp|&|Lamp	1	40,7070920619	226,847970087	487,595975065	36,0	4392,0	 
busi social	social business	social business|&|social businesses	2	116,449313852	527,987075137	280,393671044	41,0	4989,0	 
inmat	inmates	inmates|&|inmate	1	96,307022683	430,885021356	338,606855448	79,0	11798,0	 
forest	forest	forest|&|forests|&|Forest|&|Forests|&|FOREST|&|forestation	1	401,113785195	1437,67980338	608,517491347	191,0	26203,0	 
democraci	democracy	democracy|&|Democracy|&|democracies	1	134,035547033	554,032232019	304,858333455	101,0	13069,0	 
hiv infect	HIV infection	HIV infection|&|HIV infections|&|HIV infected|&|infection of HIV	2	64,5192144315	312,687548755	178,686824156	34,0	4856,0	 
poetri	poetry	poetry|&|Poetry	1	73,4713368922	345,37774699	257,700253112	58,0	8936,0	 
stock	stock	stock|&|stocks|&|Stock	1	104,249869915	444,681167078	129,781018972	97,0	13478,0	 
mapuch	Mapuche	Mapuche	1	36,7356684461	268,974486722	225,724457529	4,0	552,0	 
black male mani	many black males	many black males|&|many Black males	3	35,7428125422	183,169919819	241,685775564	18,0	2669,0	 
decis make process	decision making process	decision making process|&|decision making processes	3	53,6142188132	261,612830628	161,329062862	23,0	3310,0	 
problem solut	problems and solutions	problems and solutions|&|problems solution|&|solution of the problem|&|solution for both problems|&|problems with solutions|&|solution for this problem|&|problem and solution|&|solutions for problems|&|solution of problem|&|solution for the problem|&|problem with the solution|&|problem into the solution|&|problems for solution|&|solution of these problems	3	33,046426904	171,943869631	152,77318751	21,0	2748,0	 
attend	attendance	attendance|&|Attendance|&|attendants|&|attendant|&|attendances	1	301,8281948	948,846114561	905,364479918	441,0	63862,0	 
peer-to-p	peer-to-peer	peer-to-peer	1	37,7285243501	201,503805289	169,191395135	36,0	4861,0	 
facil health	health facilities	health facilities|&|health facility|&|facilities health	2	77,1083294426	353,469283252	296,235876692	39,0	5505,0	 
academ year	academic year	academic year|&|year academic	2	62,9455750551	291,860043752	322,063795991	41,0	5629,0	 
cancer cervic	cervical cancer	cervical cancer|&|Cervical cancer	2	34,6200662803	209,465181032	161,483433781	9,0	1009,0	 
consult servic	consulting services	consulting services|&|consultation services|&|Consulting services|&|services under the consultation	2	73,9610506898	339,041965568	155,458610496	39,0	5308,0	 
feedback loop	feedback loop	feedback loop|&|feedback loops	2	34,6200662803	178,521146922	126,7047045	22,0	2915,0	 
knowledg skill	knowledge and skills	knowledge and skills|&|skills and knowledge|&|knowledge & skills|&|skills or knowledge	3	121,170231981	482,856435801	290,615907306	71,0	10989,0	 
food process	food processing	food processing|&|processed foods|&|processed food	2	39,3409844095	202,864939684	201,103690943	22,0	2720,0	 
philosophi	philosophy	philosophy|&|philosophies|&|Philosophy	1	159,849800536	609,082658308	138,061098077	134,0	19063,0	 
drip irrig	drip irrigation	drip irrigation	2	42,4882631622	235,366810461	236,813606504	15,0	2182,0	 
fratern	fraternity	fraternity|&|fraternities|&|Fraternity	1	42,6928038698	223,814781158	199,377917615	32,0	4787,0	 
tomato	tomatoes	tomatoes|&|tomato	1	64,5356337567	340,373591559	189,057260459	31,0	4546,0	 
villag	village	village|&|villages|&|Village|&|villagers|&|Villages|&|villager	1	927,327414288	2377,66538289	640,015534804	536,0	73393,0	 
light	light	light|&|lights|&|Light|&|Lights	1	296,863915281	1018,26362468	224,909871521	224,0	30855,0	 
safe space	safe space	safe space|&|Safe Space|&|safe spaces	2	95,9920019591	414,281992228	414,733619737	51,0	7823,0	 
issu	issues	issues|&|issue|&|Issues|&|Issue|&|ISSUES	1	1933,09044499	2845,20760941	478,898175401	2062,0	273905,0	 
idea share	share ideas	share ideas|&|sharing ideas|&|shared ideas	2	56,6510175496	269,155502189	132,699411062	33,0	5107,0	 
cattl	cattle	cattle|&|Cattle	1	70,4927691804	347,105953294	214,849503763	44,0	6680,0	 
mentorship	mentorship	mentorship|&|Mentorship|&|mentorships	1	354,44955771	1095,74970966	808,591068697	326,0	45122,0	 
houston	Houston	Houston	1	42,6928038698	232,679487834	194,406341144	27,0	3775,0	 
commun project servic	community service projects	community service projects|&|community service project|&|community through a service projects	3	103,257014011	439,238410202	382,984875864	43,0	6126,0	 
carolina north	North Carolina	North Carolina	2	100,712920088	447,26206205	173,578504587	47,0	6238,0	 
state unit	United States	United States	2	533,463748592	1415,23197148	746,687065087	279,0	39228,0	 
consum product	consumer products	consumer products|&|consumer product	2	33,046426904	183,063074803	161,066924459	15,0	1818,0	 
movi	movie	movie|&|movies|&|Movie	1	116,164140762	526,664527387	148,718558369	70,0	9780,0	 
insight	insight	insight|&|insights|&|Insight|&|Insights	1	201,549748502	696,537777959	184,048580758	211,0	30198,0	 
whilst	whilst	whilst|&|Whilst	1	71,4856250843	331,024617973	186,683486698	59,0	8249,0	 
develop econom	economic development	economic development|&|Economic Development|&|Economic development|&|development economics|&|economical development	2	376,099810955	1082,03335865	368,666068401	219,0	31953,0	 
creation wealth	wealth creation	wealth creation|&|creation of wealth	2	37,7673450331	194,750342096	139,841359008	22,0	2842,0	 
engag youth	youth engagement	youth engagement|&|engages youth|&|engaging youth|&|engagement of youth|&|engagement with the youth|&|engages with youth	2	45,635541915	224,317768881	197,523202137	28,0	4227,0	 
africa west	West Africa	West Africa|&|west Africa|&|west and Africa	2	116,449313852	495,915539056	479,522932611	54,0	7078,0	 
econom growth	economic growth	economic growth	2	151,069380132	576,602488496	504,436665521	84,0	12163,0	 
lb	lbs	lbs	1	34,7499566382	186,815031976	171,620475902	28,0	3741,0	 
consensu	consensus	consensus	1	47,6570833896	241,649873686	144,867113221	38,0	5595,0	 
busi opportun	business opportunities	business opportunities|&|business opportunity|&|business the opportunity|&|opportunity for business	2	70,813771937	314,481137379	230,815184	45,0	6398,0	 
altern livelihood	alternative livelihood	alternative livelihood|&|alternative livelihoods|&|livelihood alternatives|&|alternatives livelihood	2	51,9300994205	278,202569549	167,858242809	22,0	3638,0	 
employ self	self employment	self employment	2	45,635541915	235,323330033	275,105909523	22,0	2946,0	 
innov technolog	technological innovation	technological innovation|&|innovative technology|&|technology innovation|&|innovative technologies|&|technology and innovation|&|innovation of technology|&|innovation and technology|&|innovation & technology	2	53,5037387969	254,202418734	207,620820499	33,0	4250,0	 
health overal	overall health	overall health	2	33,046426904	175,251270328	126,685788489	19,0	2419,0	 
black graduat high male school	black males graduate from high school	black males graduate from high school|&|Black males graduate from high school	6	31,7713889264	168,610315596	303,413695635	15,0	2428,0	 
labor	labor	labor|&|Labor|&|laborers|&|labors|&|laborer	1	340,549575054	1060,29156043	362,992890738	400,0	55831,0	 
kindergarten	kindergarten	kindergarten|&|Kindergarten|&|kindergartens	1	40,7070920619	213,404791337	154,66402418	32,0	4655,0	 
health issu	health issues	health issues|&|health issue|&|issues of health	2	146,348462003	567,564911648	327,281230753	110,0	17046,0	 
profession young	young professionals	young professionals	2	81,8292475717	383,965295986	198,087508567	35,0	4451,0	 
usaid	USAID	USAID	1	68,5070573725	312,738048763	226,728869407	63,0	8404,0	 
inform sourc	information sources	information sources|&|source of information|&|information source|&|source for information|&|sources of information|&|source information|&|information that we source|&|sources information	2	36,1937056567	188,319476262	133,024951165	21,0	2804,0	 
holiday	holiday	holiday|&|holidays	1	52,6213629093	252,380494675	144,779054238	54,0	7382,0	 
preval	prevalence	prevalence|&|Prevalence	1	94,3213108752	401,227393935	255,959491922	128,0	18525,0	 
dad	dads	dads|&|dad|&|Dads|&|Dad	1	125,099843898	557,906287592	299,159298508	72,0	10087,0	 
money much	much money	much money	2	53,5037387969	255,848817522	363,913469905	32,0	3635,0	 
prosper	prosperity	prosperity|&|Prosperity	1	107,228437626	463,887026759	125,11141546	94,0	13674,0	 
efficaci	efficacy	efficacy|&|Efficacy	1	85,3856077396	376,048314907	126,580880576	86,0	12147,0	 
coach life	life coach	life coach|&|life coaches|&|life coaching|&|Life Coach|&|coach life	2	53,5037387969	271,240883983	245,584089469	24,0	3328,0	 
washington	Washington	Washington	1	130,064123417	524,854849255	231,58386923	145,0	21977,0	 
12th grade	12th grade	12th grade	2	36,1937056567	186,635744509	227,00409151	26,0	4040,0	 
literaci	literacy	literacy|&|Literacy|&|LITERACY	1	416,006623755	1271,18901962	539,871533431	532,0	75038,0	 
intern organ	international organizations	international organizations|&|international organization|&|International organizations	2	61,3719356788	282,926860714	123,789212734	38,0	5377,0	 
facilit	facilitators	facilitators|&|facilitation|&|facilitator|&|Facilitators|&|Facilitation	1	292,892491665	974,829981884	285,241782637	224,0	33002,0	 
investor	investors	investors|&|investor|&|Investors|&|Investor	1	252,185399603	902,391143524	920,409984886	185,0	23693,0	 
age girl	girls ages	girls ages|&|girls aged|&|girls between the ages|&|girls age|&|girls between the age|&|girls before the age|&|age of girls|&|girls under the age	2	42,4882631622	217,205456672	140,691794172	23,0	3574,0	 
liberia	Liberia	Liberia	1	109,214149434	540,280567472	127,716621657	43,0	5720,0	 
govern local	local government	local government|&|local governments|&|local governance|&|Local Government	2	166,805773896	623,313661916	372,770765261	91,0	12207,0	 
math scienc	math and science	math and science|&|math and sciences|&|science and math|&|math & science|&|science math|&|Science and Math|&|Math and Science|&|Math & Science|&|math or science	3	64,5192144315	306,538210827	272,415676593	33,0	4873,0	 
adolesc girl	adolescent girls	adolescent girls	2	34,6200662803	189,5460362	193,798682767	16,0	2215,0	 
group individu	individuals and groups	individuals and groups|&|individuals or groups|&|groups and individuals|&|group of individuals|&|individuals & groups|&|individuals from each group|&|individuals or group|&|individuals within groups	3	44,0619025386	218,185100995	156,448272126	27,0	4299,0	 
masteri	mastery	mastery|&|Mastery	1	45,6713715817	224,885547204	256,945806544	44,0	6311,0	 
compon program	program components	program components|&|program component|&|components of the program|&|component of the program	2	42,4882631622	221,070689525	155,31080379	21,0	3351,0	 
black male	Black males	Black males|&|black males|&|Black male|&|Black Males|&|Black Male	2	1677,49957522	3683,00642055	5345,86766198	494,0	70288,0	 
societi	society	society|&|Society|&|societies|&|SOCIETY|&|Societies	1	1461,48389061	2609,53717169	388,217185005	1205,0	161040,0	 
homeless	homelessness	homelessness|&|Homeless|&|Homelessness	1	144,956961977	616,623152784	287,203497863	94,0	12914,0	 
intellig	intelligence	intelligence|&|Intelligence|&|intelligences|&|Intelligent	1	111,199861242	482,466786586	168,442589852	89,0	12571,0	 
globe	globe	globe|&|Globe	1	99,2855903949	423,505873408	134,49589975	90,0	12597,0	 
particip youth	youth participants	youth participants|&|youth participation|&|participating youth	2	70,813771937	321,073221367	191,670519442	41,0	6340,0	 
develop plan	development plans	development plans|&|development plan|&|Development Plan|&|plan development|&|plans of development	2	84,9765263245	379,287030081	183,525770279	53,0	7511,0	 
grower	growers	growers|&|grower|&|Growers	1	84,3927518357	425,729508541	243,226469295	39,0	5482,0	 
fraction	fraction	fraction	1	34,7499566382	181,105508068	161,25462899	50,0	6533,0	 
commun engag	community engagement	community engagement|&|Community Engagement|&|engaging communities|&|engages community|&|community engages|&|community and engagement|&|engages the community|&|engagement with a community	2	168,379413273	618,442706092	655,460287373	97,0	13288,0	 
effect program	program effectiveness	program effectiveness|&|effectiveness of the program|&|effective programs|&|effective program|&|program effects|&|programs effectiveness|&|effectiveness of these programs|&|effectiveness of each program|&|effects of this program|&|effectiveness of th program|&|effectiveness of the programs|&|effectiveness of programs|&|effects of the program|&|effectiveness of this program|&|effectiveness within this program	2	94,4183625827	398,659906902	396,817805949	58,0	8428,0	 
system water	water systems	water systems|&|water system	2	34,6200662803	187,447207775	304,541479527	17,0	1968,0	 
bay	Bay	Bay|&|bay	1	35,7428125422	204,179068398	165,491063188	75,0	10374,0	 
sexual	sexuality	sexuality|&|Sexuality	1	46,6642274856	243,19882512	171,076457836	39,0	5365,0	 
empower youth	youth empowerment	youth empowerment|&|Youth Empowerment|&|Youth empowerment|&|YOUTH EMPOWERMENT|&|empowerment youth|&|empowerment of youth|&|youth for empowerment	2	100,712920088	425,237234029	219,357239847	56,0	7370,0	 
bag	bags	bags|&|bag|&|Bag|&|Bags	1	166,799791863	681,078669599	188,203836236	111,0	14810,0	 
influenc	influence	influence|&|influences|&|Influence|&|influencers	1	444,799444969	1246,69345359	262,247121164	407,0	58571,0	 
enterpris social	social enterprise	social enterprise|&|social enterprises|&|Social Enterprise	2	453,208140397	1362,28729021	1786,53122722	189,0	25350,0	 
mani student	many students	many students|&|Many students	2	110,154756347	453,891376827	362,743782611	62,0	8440,0	 
amount increas	increase the amount	increase the amount|&|increase amount|&|increase in the amount|&|increase that amount	3	36,1937056567	186,635744509	257,25105807	22,0	3058,0	 
other women	other women	other women	2	48,7828206677	234,822712915	181,306461308	31,0	4499,0	 
choic life	life choices	life choices	2	37,7673450331	198,349954542	134,838260193	20,0	2922,0	 
farm	farm	farm|&|farms|&|Farm|&|Farms|&|FARM|&|FARMS|&|FARMING	1	880,663186803	2385,93392045	1198,93869891	462,0	63911,0	 
activist	activists	activists|&|activist|&|Activists|&|Activist	1	200,556892598	742,910273334	349,802025729	175,0	24512,0	 
govern offici	government officials	government officials|&|Government officials	2	61,3719356788	282,926860714	185,092650157	38,0	5955,0	 
hardwar	hardware	hardware|&|Hardware	1	56,5927865251	282,65897079	244,15488887	44,0	5770,0	 
math	math	math|&|Math|&|maths|&|Maths	1	369,342396269	1234,41887023	1363,85269764	263,0	37837,0	 
direct servic	direct services	direct services|&|direct service	2	61,3719356788	287,973971989	130,804441627	35,0	5195,0	 
eco	Eco	Eco|&|eco	1	135,028402937	592,868567134	239,623011468	75,0	8930,0	 
undp	UNDP	UNDP	1	78,435616412	342,322673962	219,044098053	77,0	11556,0	 
fight poverti	fight poverty	fight poverty|&|fight against poverty|&|fighting poverty	2	55,0773781733	266,928395279	189,372058063	30,0	4282,0	 
benefit environment	environmental benefits	environmental benefits|&|environmental benefit	2	36,1937056567	185,026870499	208,833789566	23,0	3162,0	 
advisor	advisors	advisors|&|advisor|&|Advisors|&|Advisor	1	142,971250169	560,546182273	159,458808564	120,0	16960,0	 
releas	release	release|&|releases|&|Release	1	176,728350903	681,491577788	128,185961468	144,0	20841,0	 
local univers	local universities	local universities|&|local university	2	36,1937056567	185,026870499	216,473895242	23,0	3148,0	 
experi user	user experience	user experience|&|user a experience	2	37,7673450331	196,507279578	189,780144566	21,0	2743,0	 
place take	taking place	taking place	2	42,4882631622	217,205456672	154,337898959	23,0	3376,0	 
focu main	main focus	main focus	2	59,7982963024	278,905453542	124,352860771	36,0	4985,0	 
financi	financials	financials|&|FINANCIAL|&|financiers|&|financier	1	34,7499566382	185,595610134	236,309586965	29,0	3595,0	 
impact live	impact the lives	impact the lives|&|impact lives|&|impact on the lives|&|impact in the lives	3	91,27108383	385,371243339	221,824343058	60,0	8769,0	 
briquett	briquettes	briquettes|&|briquette|&|Briquettes	1	52,6213629093	295,581610247	229,489536831	24,0	2866,0	 
area	areas	areas|&|area|&|Area|&|Areas|&|AREAS	1	2281,58286727	3091,77623148	263,212335191	2386,0	317278,0	 
segreg	segregation	segregation|&|Segregation	1	33,7571007343	181,477459634	139,955660297	28,0	3508,0	 
counterpart	counterparts	counterparts|&|counterpart	1	68,5070573725	310,597028972	265,609443613	101,0	14848,0	 
period short time	short period of time	short period of time|&|short periods of time|&|short period time	4	39,714236158	201,374894738	261,819853077	19,0	2194,0	 
organis	organisation	organisation|&|organisations|&|Organisation|&|organise|&|Organisations|&|ORGANISATION|&|Organise	1	480,542257511	1514,35939005	557,70809682	269,0	32257,0	 
caus root	root causes	root causes|&|root cause	2	155,790298261	589,154429082	662,688065568	110,0	16250,0	 
mortal	mortality	mortality|&|Mortality	1	66,5213455646	309,173941989	567,118107609	175,0	25124,0	 
father young	young fathers	young fathers	2	33,046426904	203,836344918	128,002403616	8,0	1398,0	 
retail	retailers	retailers|&|retailer	1	104,249869915	459,128756573	348,993577113	78,0	10758,0	 
south	South	South|&|SOUTH	1	166,799791863	663,99586801	387,385883029	364,0	52625,0	 
softwar	software	software|&|Software	1	292,892491665	1018,4090857	597,277635928	221,0	29797,0	 
environment problem	environmental problems	environmental problems	2	55,0773781733	260,034737521	164,814931606	34,0	4883,0	 
